catch_id,date,site,species,sex,length_cm,weight_kg,gear,vessel,depth_m,water_temp_c,legal_size,value_aud
C0401,2023-12-10,Fitzroy Reef,Spanish Mackerel,M,78.2,3.62,trap,FV-041,13.3,23.8,True,65.16
C0868,2023-12-10,Trinity Bay,Grass Emperor,F,30.9,0.44,trap,FV-058,8.5,24.6,True,6.6
C0655,2023-12-11,Trinity Bay,Barramundi,F,58.8,2.88,line,FV-041,33.1,25.1,True,63.36
C0314,2023-12-11,Frankland Islands,Barramundi,F,53.5,2.36,trap,FV-058,11.5,24.6,False,51.92
C0276,2023-12-12,Fitzroy Reef,Red Emperor,M,50.9,2.05,line,FV-027,42.8,25.6,True,53.3
C0766,2023-12-13,Fitzroy Reef,Red Emperor,M,44.3,1.18,line,FV-034,40.8,25.1,False,30.68
C1516,2023-12-13,Frankland Islands,Red Emperor,M,63.9,3.35,trap,FV-063,21.6,25.9,True,87.1
C1434,2023-12-13,Cairns Inlet,Red Emperor,M,49.6,1.77,line,FV-058,8.8,24.3,True,46.02
C1776,2023-12-13,Frankland Islands,Barramundi,M,73.1,5.87,spear,FV-012,36.6,24.8,True,129.14
C1202,2023-12-14,Fitzroy Reef,Coral Trout,U,29.0,0.35,trap,FV-071,12.6,25.9,False,9.8
C0599,2023-12-14,Fitzroy Reef,Mangrove Jack,U,45.4,1.21,spear,FV-012,24.9,24.8,True,24.2
C1851,2023-12-14,Cairns Inlet,Spanish Mackerel,M,77.7,3.89,line,FV-012,9.1,25.2,True,70.02
C0441,2023-12-14,Trinity Bay,Red Emperor,M,43.6,1.11,net,FV-071,21.5,25.7,False,28.86
C1288,2023-12-14,Michaelmas Cay,Mangrove Jack,M,43.8,1.25,line,FV-071,20.6,25.1,True,25.0
C0794,2023-12-14,Trinity Bay,Red Emperor,M,52.7,2.23,line,FV-058,34.2,24.7,True,57.98
C0341,2023-12-15,Frankland Islands,Coral Trout,M,34.0,0.58,line,FV-063,10.5,26.8,False,16.24
C1666,2023-12-16,Green Island,Spanish Mackerel,U,72.9,3.2,trap,FV-071,29.1,25.1,False,57.6
C1047,2023-12-17,Trinity Bay,Coral Trout,M,47.1,1.3,line,FV-063,37.9,25.9,True,36.4
C0880,2023-12-17,Fitzroy Reef,Barramundi,F,52.9,2.03,line,FV-071,25.7,25.8,False,44.66
C0213,2023-12-17,Cairns Inlet,Barramundi,M,84.9,7.39,line,FV-063,24.4,24.5,True,162.58
C1605,2023-12-17,Michaelmas Cay,Spanish Mackerel,F,75.9,3.62,line,FV-027,33.8,24.9,True,65.16
C1258,2023-12-17,Frankland Islands,Coral Trout,F,46.5,1.15,line,FV-071,10.8,26.4,True,32.2
C1435,2023-12-17,Green Island,Spanish Mackerel,M,88.9,5.98,trap,FV-041,9.3,25.2,True,107.64
C0259,2023-12-17,Cairns Inlet,Barramundi,U,53.6,2.14,line,FV-071,28.5,25.1,False,47.08
C1486,2023-12-19,Fitzroy Reef,Mangrove Jack,F,42.2,1.08,line,FV-088,17.5,25.6,True,21.6
C0363,2023-12-19,Green Island,Grass Emperor,U,36.5,0.63,line,FV-071,28.6,26.1,True,9.45
C1791,2023-12-19,Michaelmas Cay,Grass Emperor,F,44.8,1.32,line,FV-071,43.6,25.7,True,19.8
C1682,2023-12-19,Trinity Bay,Mangrove Jack,U,34.1,0.56,line,FV-071,13.6,25.7,False,11.2
C1561,2023-12-19,Cairns Inlet,Grass Emperor,M,35.1,0.62,net,FV-063,34.2,25.3,True,9.3
C1340,2023-12-19,Fitzroy Reef,Spanish Mackerel,F,83.8,5.33,net,FV-063,27.9,26.8,True,95.94
C1747,2023-12-20,Green Island,Barramundi,M,65.9,3.75,line,FV-063,8.2,26.1,True,82.5
C1182,2023-12-20,Green Island,Red Emperor,M,54.1,2.52,net,FV-063,39.5,25.6,True,65.52
C0196,2023-12-22,Frankland Islands,Mangrove Jack,U,41.1,0.88,net,FV-027,14.3,25.1,True,17.6
C0817,2023-12-22,Trinity Bay,Barramundi,U,63.7,3.65,line,FV-012,10.5,25.2,True,80.3
C1008,2023-12-22,Cairns Inlet,Coral Trout,M,38.3,0.79,net,FV-027,23.0,,True,22.12
C0956,2023-12-22,Trinity Bay,Barramundi,U,71.7,3.79,line,FV-027,26.9,25.6,True,83.38
C0381,2023-12-22,Michaelmas Cay,Coral Trout,M,39.0,0.8,spear,FV-027,29.7,26.4,True,22.4
C1031,2023-12-23,Trinity Bay,Coral Trout,F,54.2,2.18,net,FV-071,10.7,25.6,True,61.04
C0608,2023-12-23,Michaelmas Cay,Red Emperor,F,48.3,1.54,trap,FV-027,29.4,26.3,True,40.04
C1805,2023-12-23,Green Island,Barramundi,M,68.4,4.11,line,FV-088,3.7,25.1,True,90.42
C1257,2023-12-24,Michaelmas Cay,Coral Trout,M,47.5,1.63,line,FV-041,42.6,24.5,True,45.64
C0054,2023-12-25,Cairns Inlet,Mangrove Jack,M,37.5,0.82,net,FV-034,5.6,25.2,True,16.4
C0149,2023-12-26,Trinity Bay,Barramundi,M,78.7,7.84,net,FV-041,12.1,25.7,True,172.48
C0050,2023-12-27,Trinity Bay,Mangrove Jack,F,31.3,0.37,spear,FV-041,30.9,25.1,False,7.4
C0526,2023-12-27,Michaelmas Cay,Spanish Mackerel,F,90.4,6.39,trap,FV-012,7.3,25.9,True,115.02
C0348,2023-12-28,Green Island,Spanish Mackerel,F,91.4,7.58,line,FV-027,38.4,26.3,True,136.44
C1322,2023-12-28,Trinity Bay,Barramundi,M,60.8,2.99,net,FV-071,6.9,26.6,True,65.78
C1060,2023-12-28,Trinity Bay,Coral Trout,U,47.3,1.45,line,FV-071,44.8,25.1,True,40.6
C0756,2023-12-28,Fitzroy Reef,Grass Emperor,U,29.8,0.4,net,FV-041,11.6,26.2,True,6.0
C1444,2023-12-29,Green Island,Coral Trout,U,41.6,0.94,spear,FV-058,30.1,26.6,True,26.32
C1526,2023-12-29,Frankland Islands,Spanish Mackerel,M,100.5,9.83,line,FV-058,25.8,25.1,True,176.94
C0509,2023-12-29,Fitzroy Reef,Grass Emperor,M,34.7,0.67,line,FV-027,9.5,25.7,True,10.05
C0142,2023-12-30,Cairns Inlet,Red Emperor,M,51.5,2.11,line,FV-063,8.0,26.7,True,54.86
C1276,2023-12-30,Green Island,Mangrove Jack,F,42.1,1.07,line,FV-012,4.2,24.9,True,21.4
C0680,2023-12-30,Cairns Inlet,Grass Emperor,F,28.2,0.28,line,FV-063,22.8,26.4,True,4.2
C0416,2023-12-30,Trinity Bay,Barramundi,F,66.6,4.03,net,FV-088,12.0,25.9,True,88.66
C1075,2023-12-30,Trinity Bay,Coral Trout,M,31.8,0.42,trap,FV-041,13.4,25.3,False,11.76
C0210,2023-12-30,Trinity Bay,Barramundi,M,60.8,2.98,net,FV-027,32.1,26.0,True,65.56
C0572,2023-12-31,Green Island,Barramundi,F,74.5,6.17,line,FV-088,30.9,25.5,True,135.74
C1777,2023-12-31,Cairns Inlet,Mangrove Jack,M,36.5,0.74,line,FV-071,35.2,25.8,True,14.8
C0432,2023-12-31,Green Island,Coral Trout,M,47.5,1.48,trap,FV-034,25.9,26.2,True,41.44
C1578,2024-01-01,Frankland Islands,Spanish Mackerel,M,88.1,5.73,net,FV-058,5.2,25.5,True,103.14
C1523,2024-01-01,Trinity Bay,Coral Trout,F,43.8,1.24,line,FV-012,35.6,25.7,True,34.72
C0815,2024-01-02,Trinity Bay,Red Emperor,F,44.6,1.29,net,FV-071,22.7,27.0,False,33.54
C1926,2024-01-04,Cairns Inlet,Barramundi,F,58.4,2.73,line,FV-088,31.3,26.4,True,60.06
C0548,2024-01-04,Fitzroy Reef,Mangrove Jack,U,40.9,0.8,trap,FV-034,12.4,24.9,True,16.0
C0097,2024-01-05,Trinity Bay,Coral Trout,M,37.8,0.75,spear,FV-034,40.7,25.9,False,21.0
C1436,2024-01-05,Trinity Bay,Coral Trout,U,48.9,1.52,line,FV-063,20.9,25.0,True,42.56
C0151,2024-01-05,Cairns Inlet,Coral Trout,U,43.6,1.04,spear,FV-041,42.5,26.3,True,29.12
C1009,2024-01-05,Michaelmas Cay,Mangrove Jack,F,28.8,0.32,line,FV-071,13.9,25.2,False,6.4
C1167,2024-01-05,Fitzroy Reef,Barramundi,M,66.2,4.41,spear,FV-041,23.3,25.7,True,97.02
C0652,2024-01-08,Trinity Bay,Red Emperor,M,61.8,3.03,trap,FV-071,27.7,26.2,True,78.78
C0865,2024-01-08,Frankland Islands,Grass Emperor,M,26.5,0.31,trap,FV-058,38.6,26.6,False,4.65
C0630,2024-01-09,Cairns Inlet,Grass Emperor,F,31.9,0.55,spear,FV-088,21.6,28.0,True,8.25
C0611,2024-01-09,Frankland Islands,Red Emperor,F,54.1,2.14,line,FV-088,9.3,26.5,True,55.64
C0125,2024-01-09,Green Island,Grass Emperor,M,36.2,0.7,trap,FV-088,6.6,25.8,True,10.5
C1678,2024-01-10,Cairns Inlet,Red Emperor,U,54.0,2.21,line,FV-027,37.7,26.9,True,57.46
C0763,2024-01-10,Fitzroy Reef,Barramundi,F,54.6,2.37,spear,FV-034,41.8,25.5,False,52.14
C0535,2024-01-11,Frankland Islands,Coral Trout,F,31.9,0.49,line,FV-034,9.7,26.4,False,13.72
C0424,2024-01-11,Trinity Bay,Spanish Mackerel,M,88.3,5.09,trap,FV-088,29.2,25.9,True,91.62
C0218,2024-01-11,Trinity Bay,Red Emperor,M,67.8,4.21,line,FV-034,27.4,26.1,True,109.46
C1478,2024-01-11,Fitzroy Reef,Coral Trout,M,46.9,1.45,spear,FV-058,40.1,25.8,True,40.6
C0559,2024-01-11,Trinity Bay,Mangrove Jack,F,54.8,2.33,line,FV-071,24.3,26.1,True,46.6
C0791,2024-01-12,Cairns Inlet,Spanish Mackerel,M,74.0,3.59,trap,FV-027,34.3,26.6,False,64.62
C0828,2024-01-13,Michaelmas Cay,Barramundi,M,65.0,3.75,net,FV-041,38.5,25.9,True,82.5
C1795,2024-01-13,Fitzroy Reef,Barramundi,F,59.8,3.29,spear,FV-088,11.7,28.0,True,72.38
C0160,2024-01-13,Green Island,Grass Emperor,F,27.0,0.29,net,FV-012,19.9,26.5,False,4.35
C1309,2024-01-15,Frankland Islands,Red Emperor,M,49.3,1.77,line,FV-012,39.1,25.6,True,46.02
C0199,2024-01-15,Cairns Inlet,Red Emperor,U,37.2,0.65,trap,FV-027,37.3,26.7,False,16.9
C1296,2024-01-16,Green Island,Mangrove Jack,F,46.7,1.59,line,FV-071,12.6,26.4,True,31.8
C1171,2024-01-16,Trinity Bay,Barramundi,M,59.8,2.94,trap,FV-034,14.9,25.6,True,64.68
C1287,2024-01-17,Michaelmas Cay,Grass Emperor,F,31.9,0.5,spear,FV-058,33.9,26.8,True,7.5
C1324,2024-01-17,Fitzroy Reef,Barramundi,F,78.5,7.23,trap,FV-058,29.3,28.3,True,159.06
C1978,2024-01-17,Frankland Islands,Mangrove Jack,F,39.5,0.75,net,FV-058,11.0,26.5,True,15.0
C0752,2024-01-18,Fitzroy Reef,Coral Trout,F,34.6,0.55,line,FV-063,4.4,26.6,False,15.4
C1849,2024-01-18,Frankland Islands,Red Emperor,U,65.6,3.85,line,FV-012,3.4,26.1,True,100.1
C1061,2024-01-18,Michaelmas Cay,Mangrove Jack,F,41.2,1.03,net,FV-041,6.4,26.8,True,20.6
C1055,2024-01-19,Green Island,Coral Trout,U,40.8,0.75,net,FV-058,26.7,28.1,True,21.0
C1430,2024-01-19,Cairns Inlet,Red Emperor,U,62.6,3.51,line,FV-027,36.7,27.8,True,91.26
C1303,2024-01-20,Trinity Bay,Mangrove Jack,F,50.9,2.13,line,FV-058,38.1,27.5,True,42.6
C1451,2024-01-20,Green Island,Red Emperor,F,48.7,1.77,net,FV-063,3.1,27.7,True,46.02
C1319,2024-01-21,Cairns Inlet,Grass Emperor,M,46.2,1.67,line,FV-063,25.6,26.8,True,25.05
C1376,2024-01-21,Trinity Bay,Coral Trout,U,41.0,0.9,net,FV-071,6.2,27.7,True,25.2
C1042,2024-01-21,Michaelmas Cay,Mangrove Jack,F,49.8,1.83,line,FV-027,8.6,27.1,True,36.6
C0426,2024-01-22,Trinity Bay,Spanish Mackerel,F,89.2,6.41,trap,FV-012,41.1,26.6,True,115.38
C1704,2024-01-22,Michaelmas Cay,Red Emperor,M,54.9,2.56,net,FV-058,29.4,27.6,True,66.56
C0472,2024-01-22,Cairns Inlet,Mangrove Jack,M,46.2,1.51,line,FV-058,6.4,26.7,True,30.2
C0493,2024-01-22,Green Island,Barramundi,F,73.8,5.97,spear,FV-088,14.2,27.0,True,131.34
C1701,2024-01-23,Green Island,Red Emperor,M,49.2,1.49,line,FV-058,42.7,26.1,True,38.74
C1471,2024-01-23,Fitzroy Reef,Barramundi,F,73.3,5.13,trap,FV-088,28.4,26.4,True,112.86
C1691,2024-01-24,Michaelmas Cay,Grass Emperor,M,29.6,0.41,trap,FV-012,10.4,27.8,True,6.15
C0360,2024-01-24,Michaelmas Cay,Red Emperor,U,55.2,2.4,trap,FV-027,19.6,27.3,True,62.4
C1809,2024-01-25,Green Island,Spanish Mackerel,F,71.1,3.14,line,FV-027,15.3,27.2,False,56.52
C0527,2024-01-25,Frankland Islands,Red Emperor,M,53.2,1.95,net,FV-027,40.3,27.2,True,50.7
C1330,2024-01-25,Michaelmas Cay,Barramundi,M,65.5,3.63,line,FV-027,22.4,27.1,True,79.86
C0820,2024-01-25,Cairns Inlet,Grass Emperor,U,45.8,1.49,trap,FV-063,17.9,26.4,True,22.35
C0542,2024-01-25,Cairns Inlet,Grass Emperor,M,22.5,0.18,spear,FV-034,10.2,26.9,False,2.7
C1335,2024-01-26,Trinity Bay,Mangrove Jack,U,30.9,0.47,line,FV-058,29.7,28.2,False,9.4
C0761,2024-01-27,Frankland Islands,Grass Emperor,U,47.4,1.63,trap,FV-041,5.2,26.5,True,24.45
C0153,2024-01-27,Michaelmas Cay,Grass Emperor,M,33.7,0.61,trap,FV-058,42.6,27.0,True,9.15
C0031,2024-01-27,Cairns Inlet,Mangrove Jack,U,43.0,1.06,line,FV-063,33.3,28.3,True,21.2
C0410,2024-01-28,Green Island,Coral Trout,M,36.3,0.69,spear,FV-088,3.4,28.7,False,19.32
C1668,2024-01-28,Fitzroy Reef,Grass Emperor,M,25.4,0.25,spear,FV-063,39.2,27.2,False,3.75
C0919,2024-01-29,Trinity Bay,Spanish Mackerel,F,74.8,3.46,spear,FV-034,18.6,27.5,False,62.28
C1974,2024-01-29,Frankland Islands,Coral Trout,U,32.4,0.5,line,FV-012,16.4,28.5,False,14.0
C0280,2024-01-30,Frankland Islands,Barramundi,M,52.4,2.0,trap,FV-071,44.4,27.6,False,44.0
C0473,2024-01-30,Green Island,Coral Trout,M,46.9,1.27,line,FV-027,14.0,26.5,True,35.56
C0407,2024-01-30,Frankland Islands,Coral Trout,M,57.7,3.01,trap,FV-041,27.9,28.4,True,84.28
C1454,2024-01-30,Cairns Inlet,Coral Trout,F,31.5,0.44,line,FV-041,32.0,25.8,False,12.32
C0743,2024-01-30,Frankland Islands,Red Emperor,M,54.4,2.08,line,FV-058,19.7,27.7,True,54.08
C1299,2024-01-31,Frankland Islands,Spanish Mackerel,U,75.9,3.57,line,FV-058,3.5,27.9,True,64.26
C1207,2024-01-31,Michaelmas Cay,Barramundi,F,61.0,3.71,line,FV-058,9.7,27.3,True,81.62
C1209,2024-01-31,Trinity Bay,Mangrove Jack,F,49.0,1.5,line,FV-027,34.6,28.2,True,30.0
C0016,2024-01-31,Frankland Islands,Barramundi,F,58.9,2.81,line,FV-063,13.5,27.1,True,61.82
C0685,2024-02-01,Frankland Islands,Mangrove Jack,M,36.7,0.71,line,FV-041,24.1,27.2,True,14.2
C0377,2024-02-01,Cairns Inlet,Red Emperor,M,66.7,4.43,line,FV-071,38.4,27.6,True,115.18
C0860,2024-02-01,Trinity Bay,Mangrove Jack,F,37.9,0.75,net,FV-071,22.6,27.4,True,15.0
C0947,2024-02-02,Cairns Inlet,Red Emperor,F,45.5,1.27,line,FV-027,8.6,28.5,True,33.02
C1642,2024-02-02,Fitzroy Reef,Barramundi,F,78.5,7.45,trap,FV-063,15.0,27.5,True,163.9
C0328,2024-02-02,Trinity Bay,Spanish Mackerel,F,87.4,6.07,line,FV-058,10.1,28.4,True,109.26
C1913,2024-02-03,Cairns Inlet,Barramundi,U,72.5,5.72,net,FV-041,12.1,26.5,True,125.84
C0040,2024-02-03,Frankland Islands,Barramundi,F,70.9,4.38,trap,FV-027,4.7,28.0,True,96.36
C0433,2024-02-04,Michaelmas Cay,Spanish Mackerel,F,85.9,6.58,trap,FV-071,30.6,29.1,True,118.44
C0656,2024-02-05,Fitzroy Reef,Barramundi,M,68.5,4.86,line,FV-027,31.8,27.3,True,106.92
C1157,2024-02-05,Cairns Inlet,Spanish Mackerel,F,89.4,6.16,line,FV-063,37.0,27.0,True,110.88
C0466,2024-02-05,Trinity Bay,Red Emperor,U,61.9,3.39,trap,FV-088,19.7,28.1,True,88.14
C1742,2024-02-05,Michaelmas Cay,Red Emperor,F,39.8,0.89,trap,FV-071,19.9,27.8,False,23.14
C1068,2024-02-06,Frankland Islands,Mangrove Jack,F,46.5,1.34,trap,FV-034,6.7,26.7,True,26.8
C1584,2024-02-06,Michaelmas Cay,Mangrove Jack,F,36.3,0.75,line,FV-071,23.4,27.2,True,15.0
C1243,2024-02-06,Frankland Islands,Barramundi,M,53.4,1.97,trap,FV-088,35.7,27.8,False,43.34
C1395,2024-02-07,Cairns Inlet,Red Emperor,M,60.7,3.37,trap,FV-058,26.8,28.0,True,87.62
C1765,2024-02-07,Fitzroy Reef,Coral Trout,F,44.8,1.37,line,FV-012,34.1,28.4,True,38.36
C1065,2024-02-08,Fitzroy Reef,Red Emperor,F,64.0,3.48,trap,FV-041,37.2,28.3,True,90.48
C1587,2024-02-08,Fitzroy Reef,Coral Trout,U,46.1,1.35,trap,FV-063,30.1,28.3,True,37.8
C1957,2024-02-09,Fitzroy Reef,Mangrove Jack,U,35.1,0.57,trap,FV-071,13.5,28.0,True,11.4
C0366,2024-02-09,Green Island,Grass Emperor,F,27.3,0.31,trap,FV-012,39.4,26.5,False,4.65
C0593,2024-02-09,Green Island,Grass Emperor,F,39.3,0.94,spear,FV-012,38.7,27.4,True,14.1
C0203,2024-02-09,Michaelmas Cay,Red Emperor,U,52.4,2.26,line,FV-063,19.2,27.7,True,58.76
C0735,2024-02-10,Cairns Inlet,Barramundi,M,67.3,4.23,line,FV-058,33.8,28.5,True,93.06
C0729,2024-02-11,Trinity Bay,Grass Emperor,F,32.3,0.54,line,FV-027,5.2,28.0,True,8.1
C1076,2024-02-13,Green Island,Coral Trout,F,43.8,1.25,net,FV-058,15.2,28.2,True,35.0
C1748,2024-02-13,Frankland Islands,Barramundi,F,64.7,4.2,trap,FV-027,25.1,28.0,True,92.4
C0959,2024-02-13,Cairns Inlet,Red Emperor,F,38.0,0.71,net,FV-071,34.6,28.6,False,18.46
C1602,2024-02-13,Frankland Islands,Mangrove Jack,F,43.7,1.13,net,FV-058,20.5,28.1,True,22.6
C1490,2024-02-13,Cairns Inlet,Mangrove Jack,U,37.4,0.63,trap,FV-088,32.3,27.7,True,12.6
C1225,2024-02-14,Trinity Bay,Red Emperor,M,49.4,1.66,line,FV-088,13.3,27.0,True,43.16
C1886,2024-02-14,Frankland Islands,Spanish Mackerel,M,91.3,6.55,line,FV-088,29.1,28.2,True,117.9
C1372,2024-02-14,Fitzroy Reef,Grass Emperor,U,23.4,0.2,trap,FV-034,41.7,27.4,False,3.0
C1817,2024-02-14,Frankland Islands,Red Emperor,M,62.1,3.04,net,FV-027,17.8,28.3,True,79.04
C0411,2024-02-15,Trinity Bay,Red Emperor,M,44.2,1.37,line,FV-071,17.4,28.5,False,35.62
C1467,2024-02-15,Frankland Islands,Grass Emperor,F,35.3,0.58,spear,FV-071,28.4,28.0,True,8.7
C1927,2024-02-15,Fitzroy Reef,Spanish Mackerel,M,78.3,4.16,trap,FV-027,5.3,29.8,True,74.88
C0141,2024-02-16,Frankland Islands,Coral Trout,M,40.7,1.05,line,FV-041,40.5,27.3,True,29.4
C0404,2024-02-16,Green Island,Grass Emperor,F,23.9,0.2,line,FV-088,30.7,26.5,False,3.0
C1029,2024-02-16,Frankland Islands,Spanish Mackerel,U,98.3,7.79,net,FV-063,41.3,27.5,True,140.22
C0671,2024-02-16,Fitzroy Reef,Grass Emperor,M,39.6,1.02,line,FV-071,26.8,27.7,True,15.3
C0968,2024-02-16,Frankland Islands,Red Emperor,F,51.8,1.85,net,FV-063,21.5,27.8,True,48.1
C1108,2024-02-17,Frankland Islands,Mangrove Jack,M,45.4,1.19,trap,FV-063,6.7,27.4,True,23.8
C0589,2024-02-17,Frankland Islands,Barramundi,U,49.8,1.76,line,FV-027,13.7,28.4,False,38.72
C0723,2024-02-17,Trinity Bay,Red Emperor,U,47.0,1.46,line,FV-012,16.4,29.0,True,37.96
C1124,2024-02-17,Frankland Islands,Coral Trout,M,42.8,1.08,trap,FV-027,16.3,27.8,True,30.24
C0961,2024-02-17,Green Island,Grass Emperor,F,31.3,0.48,line,FV-027,10.0,28.1,True,7.2
C1576,2024-02-18,Cairns Inlet,Mangrove Jack,F,32.1,0.49,line,FV-034,9.7,29.0,False,9.8
C0633,2024-02-18,Fitzroy Reef,Grass Emperor,F,36.8,0.81,net,FV-063,42.1,28.4,True,12.15
C0010,2024-02-19,Cairns Inlet,Barramundi,F,74.2,5.83,line,FV-027,26.0,28.9,True,128.26
C0691,2024-02-19,Frankland Islands,Barramundi,M,65.0,3.92,spear,FV-058,17.8,27.9,True,86.24
C0021,2024-02-19,Cairns Inlet,Coral Trout,U,52.6,2.02,net,FV-088,42.4,28.8,True,56.56
C1533,2024-02-19,Cairns Inlet,Red Emperor,M,48.5,1.57,line,FV-058,29.5,28.9,True,40.82
C1184,2024-02-20,Green Island,Red Emperor,U,54.1,2.24,spear,FV-027,5.5,27.9,True,58.24
C1988,2024-02-20,Fitzroy Reef,Grass Emperor,F,22.2,0.18,spear,FV-071,44.2,28.2,False,2.7
C0734,2024-02-21,Trinity Bay,Barramundi,F,76.8,6.68,trap,FV-027,43.1,,True,146.96
C1650,2024-02-21,Green Island,Spanish Mackerel,F,85.1,5.29,spear,FV-012,17.4,29.0,True,95.22
C0115,2024-02-21,Michaelmas Cay,Coral Trout,M,56.3,2.29,line,FV-063,15.3,28.4,True,64.12
C0066,2024-02-23,Trinity Bay,Coral Trout,M,49.3,1.75,trap,FV-034,38.6,29.1,True,49.0
C1567,2024-02-24,Michaelmas Cay,Red Emperor,M,52.0,2.07,spear,FV-088,20.3,28.6,True,53.82
C1300,2024-02-24,Fitzroy Reef,Red Emperor,U,48.2,1.53,line,FV-071,22.0,27.7,True,39.78
C0682,2024-02-24,Trinity Bay,Grass Emperor,M,30.0,0.41,line,FV-063,4.4,28.0,True,6.15
C1921,2024-02-26,Michaelmas Cay,Red Emperor,U,46.5,1.42,spear,FV-034,3.2,28.8,True,36.92
C1667,2024-02-26,Cairns Inlet,Spanish Mackerel,M,84.5,5.39,trap,FV-088,4.7,28.6,True,97.02
C1708,2024-02-26,Fitzroy Reef,Coral Trout,F,49.7,1.85,line,FV-071,33.1,28.4,True,51.8
C0528,2024-02-27,Michaelmas Cay,Red Emperor,U,41.3,1.09,spear,FV-034,23.3,27.4,False,28.34
C1822,2024-02-27,Trinity Bay,Red Emperor,M,50.1,1.91,spear,FV-088,31.8,28.3,True,49.66
C0907,2024-02-27,Michaelmas Cay,Spanish Mackerel,M,79.9,4.29,spear,FV-058,29.9,28.6,True,77.22
C1835,2024-02-28,Frankland Islands,Barramundi,M,59.3,2.89,line,FV-034,23.1,29.2,True,63.58
C1548,2024-02-28,Green Island,Red Emperor,U,47.2,1.37,line,FV-088,39.5,28.3,True,35.62
C0102,2024-02-28,Michaelmas Cay,Grass Emperor,M,40.1,0.94,spear,FV-034,15.1,29.7,True,14.1
C0454,2024-02-29,Fitzroy Reef,Red Emperor,U,39.4,0.83,spear,FV-034,39.5,27.9,False,21.58
C0479,2024-02-29,Green Island,Grass Emperor,U,35.9,0.68,trap,FV-012,25.3,27.7,True,10.2
C1312,2024-02-29,Trinity Bay,Barramundi,U,60.9,3.53,line,FV-012,27.9,29.4,True,77.66
C0002,2024-03-01,Trinity Bay,Barramundi,F,66.7,4.18,line,FV-012,44.8,28.3,True,91.96
C0547,2024-03-01,Green Island,Coral Trout,M,48.0,1.37,net,FV-071,3.3,28.8,True,38.36
C0915,2024-03-01,Michaelmas Cay,Mangrove Jack,M,36.9,0.57,line,FV-034,27.7,28.7,True,11.4
C1389,2024-03-01,Cairns Inlet,Spanish Mackerel,M,79.3,4.25,line,FV-058,44.6,28.4,True,76.5
C1982,2024-03-02,Trinity Bay,Red Emperor,M,49.6,1.86,trap,FV-071,8.2,28.8,True,48.36
C0409,2024-03-02,Frankland Islands,Mangrove Jack,U,44.1,1.19,line,FV-058,26.9,27.9,True,23.8
C1752,2024-03-02,Cairns Inlet,Coral Trout,U,58.0,,line,FV-063,4.8,28.0,True,71.68
C1657,2024-03-03,Frankland Islands,Red Emperor,F,48.6,1.49,line,FV-012,44.8,30.4,True,38.74
C1424,2024-03-04,Michaelmas Cay,Coral Trout,F,43.9,1.27,net,FV-027,29.4,29.0,True,35.56
C1321,2024-03-04,Frankland Islands,Red Emperor,U,44.3,1.09,trap,FV-088,4.3,29.5,False,28.34
C0895,2024-03-04,Frankland Islands,Red Emperor,M,65.2,4.02,line,FV-041,11.5,28.5,True,104.52
C1689,2024-03-04,Fitzroy Reef,Barramundi,M,63.9,3.91,trap,FV-034,34.9,29.1,True,86.02
C0925,2024-03-05,Michaelmas Cay,Barramundi,F,55.7,2.64,net,FV-012,27.8,29.9,False,58.08
C0448,2024-03-05,Frankland Islands,Barramundi,M,68.8,4.87,line,FV-063,13.4,28.1,True,107.14
C0372,2024-03-05,Frankland Islands,Mangrove Jack,F,29.3,0.35,spear,FV-034,17.9,28.9,False,7.0
C1676,2024-03-06,Cairns Inlet,Grass Emperor,M,29.6,0.43,line,FV-034,33.5,28.4,True,6.45
C0190,2024-03-06,Frankland Islands,Barramundi,U,60.9,3.39,line,FV-034,17.3,28.4,True,74.58
C0522,2024-03-06,Green Island,Spanish Mackerel,F,91.5,6.35,trap,FV-041,4.8,28.5,True,114.3
C0089,2024-03-07,Michaelmas Cay,Coral Trout,M,51.5,1.84,spear,FV-071,11.4,28.2,True,51.52
C1989,2024-03-07,Trinity Bay,Spanish Mackerel,F,80.0,4.26,spear,FV-088,4.2,29.3,True,76.68
C1003,2024-03-08,Cairns Inlet,Coral Trout,U,47.8,1.76,trap,FV-071,31.1,29.2,True,49.28
C0777,2024-03-08,Cairns Inlet,Grass Emperor,F,21.2,0.14,line,FV-063,23.6,29.1,False,2.1
C0047,2024-03-09,Frankland Islands,Barramundi,U,54.6,1.97,line,FV-071,32.7,28.2,False,43.34
C0189,2024-03-09,Frankland Islands,Red Emperor,U,60.1,2.85,line,FV-071,10.4,29.0,True,74.1
C0415,2024-03-10,Green Island,Grass Emperor,M,33.9,0.59,spear,FV-088,34.4,28.7,True,8.85
C1470,2024-03-11,Cairns Inlet,Spanish Mackerel,F,90.1,6.02,net,FV-058,43.9,28.2,True,108.36
C0026,2024-03-11,Green Island,Grass Emperor,F,35.9,0.69,trap,FV-012,19.0,28.9,True,10.35
C0666,2024-03-11,Cairns Inlet,Barramundi,M,55.8,2.09,spear,FV-034,15.0,28.4,False,45.98
C0168,2024-03-11,Green Island,Mangrove Jack,M,38.8,0.82,line,FV-063,20.1,29.3,True,16.4
C1693,2024-03-12,Green Island,Grass Emperor,U,44.5,1.52,net,FV-063,6.8,29.2,True,22.8
